,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,,,,,,Assoc,,Addl,Earthquake Location,,,Earthquake Parameters,,,Earthquake Effects,,,,,,,,,,,,"Total Effects (Earthquake and Tsunami, Volcano, etc.)",,,,,,,,,,,
,,,,,,,,EQ,,,,Focal,Mag,MMI Int,Deaths,,Missing,,Injuries,,Damage,,Houses,,Houses,,Deaths,,Missing,,Injuries,,Damage,,Houses,,Houses,
,,,,,,,,Info,,,,Depth,,,,,,,,,,,Destroyed,,Damaged,,,,,,,,,,Destroyed,,Damaged,
Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,,Name,Latitude,Longitude,,,,Num,De,Num,De,Num,De,$Mill,De,Num,De,Num,De,Num,De,Num,De,Num,De,$Mill,De,Num,De,Num,De
1977,11,23,9,26,24.7,,,*,ARGENTINA: SAN JUAN PROVINCE: MENDOZA,-31.03,-67.77,13,7.4,9,70,2,,,300,3,80,4,,,,,70,2,,,300,3,80,4,,,,
1978,1,14,3,24,39,Tsu,,*,"JAPAN: TOKKAIDO, OSHIMA",34.809,139.259,14,6.6,5,25,1,4,1,129,3,,3,85,2,544,3,25,1,,,129,3,,3,85,2,544,3
1978,2,20,4,36,58.1,,,*,"JAPAN: OFUNATO, TOHOKU",38.78,141.95,60,6.1,8,,,,,30,1,,2,,,,,,,,,,,,,,,,
1978,3,16,2,0,0.5,,,*,"PAKISTAN: QUETTA, NUSHKI",29.926,66.302,33,5.9,2,1,1,,,,,,2,,,,,,,,,,,,,,,,
1978,3,22,0,50,32.2,Tsu,,*,RUSSIA: KURIL ISLANDS,44.026,149.002,33,6.7,4,,,,,,,,,,,,,,,,,,,,,,,,
1978,3,22,21,34,33.4,Tsu,,*,RUSSIA: KURIL ISLANDS,44.14,149.029,33,6.6,5,,,,,,,,,,,,,,,,,,,,,,,,
1978,3,23,0,31,2.1,Tsu,,*,RUSSIA: KURIL ISLANDS,44.209,148.971,46,6.8,5,,,,,,,,,,,,,,,,,,,,,,,,
1978,3,23,3,15,20.3,Tsu,,*,RUSSIA: KURIL ISLANDS,44.932,148.439,33,7.5,6,,,,,,,,,,,,,,,,,,,,,,,,
1978,3,24,19,47,50.7,Tsu,,*,RUSSIA: KURIL ISLANDS,44.244,148.862,33,7.6,6,,,,,,,,,,,,,,,,,,,,,,,,
1978,3,24,21,5,48.2,,,*,KAZAKHSTAN: ALMA-ATA,42.839,78.606,33,7.1,8,,,,,,,,3,,,,,,,,,,,,,,,,
1978,5,23,23,34,11.4,,,*,"GREECE: THESSALONIKI, VOLVI, LANGADAS",40.759,23.268,10,5.6,7,,,,,2,1,,2,,,,,,,,,,,,,,,,
1978,6,3,20,3,52.5,,,*,JAPAN: S HONSHU: HIROSHIMA,35.1,132.6,4,4.9,4,,,,,1,1,,2,,,,,,,,,,,,,,,,
1978,6,12,8,14,26.4,Tsu,,*,JAPAN: SANRIKU,38.19,142.028,44,7.7,8,28,1,,,10000,4,865,4,,4,,,28,1,,,10000,4,865,4,,4,,
1978,6,20,20,3,21,Tsu,,*,GREECE: THESSALONIKI,40.739,23.229,3,6.4,8,50,1,,,,3,250,4,,,,,50,1,,,,3,250,4,,,,
1978,8,3,18,11,17.1,,,*,CHILE: NORTHERN: COPIAPO-TALTAI,-26.51,-70.54,58,7,9,,,,,13,1,,3,,,,,,,,,,,,,,,,
1978,8,13,22,54,53.5,,,*,CALIFORNIA: SOUTHERN,34.35,-119.7,7,5.6,7,,,,,65,2,15,3,,,,,,,,,,,,,,,,
1978,9,3,5,8,30.2,,,*,GERMANY,48.29,9.01,8,5.3,8,,,,,,3,150,4,,,,,,,,,,,,,,,,
1978,11,1,19,48,28,,,*,UZBEKISTAN: ANDIZHAN; TAJIKISTAN: DUSHANBE,39.35,72.61,7,6.8,9,,,,,,,,3,,,,,,,,,,,,,,,,
1978,12,6,14,2,1,,,*,RUSSIA: KURIL ISLANDS,44.592,146.581,91,7.5,8,,,,,,,,2,,,,,,,,,,,,2,,,,
1979,2,28,21,27,8.1,Tsu,,*,ALASKA,60.691,-141.671,18,7.5,7,,,,,,,,1,,,,,,,,,,,,1,,,,
1979,4,15,6,19,44.1,Tsu,,*,BALKANS NW: MONTENEGRO,42.096,19.209,10,6.9,9,131,3,,,1001,4,2700,4,,4,,,131,3,,,1001,4,2700,4,,4,,
1979,5,24,17,23,18.2,,,*,BALKANS NW: MACEDONIA: DEBAR,42.255,18.752,8,6.2,8,,,,,65,2,,2,,,,,,,,,65,2,,,,,,
1979,7,9,10,57,22.1,,,*,CHINA: JIANGSU PROVINCE: LIYANG,31.452,119.241,11,5.4,8,42,1,,,2987,4,,4,113909,4,,,41,1,,,2987,4,,4,113909,4,,
1979,10,9,7,49,29.2,,,*,GUATEMALA,14.321,-90.082,33,4.7,7,,,,,40,1,,2,,,,,,,,,40,1,,2,,,,
1979,10,12,10,25,22.3,,,*,NEW ZEALAND: W OF NORTH ISLAND,-46.675,165.707,33,7.5,5,,,,,,,,,,,,,,,,,,,,,,,,
1979,10,15,23,16,54.1,,,*,CALIFORNIA: IMPERIAL VALLEY; MEXICO: MEXICALI,32.634,-115.324,10,6.9,9,,,,,91,2,30,4,,,,,,,,,,,,,,,,
1979,11,6,5,26,17.7,,,*,GREECE-ALBANIA,39.536,20.398,40,5.2,8,1,1,,,3,1,,3,,,,,1,1,,,3,1,,3,,,,
1979,11,23,23,40,29.8,,,*,COLOMBIA: MANIZALES-ARMENIA,4.805,-76.217,108,6.4,9,72,2,,,600,3,20,3,,,,,72,2,,,600,3,20,3,,,,
1979,11,27,17,10,32.9,,,*,IRAN,33.962,59.726,10,7.5,5,17,1,,,24,1,,3,,,,,17,1,,,24,1,,3,,,,
1979,12,12,7,59,3.3,Tsu,,*,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",1.598,-79.358,33,7.7,9,600,3,,,20000,4,8,3,10000,4,,,600,3,,,20000,4,8,3,10000,4,,
1980,1,1,16,42,40,Tsu,,*,"AZORES: TERCEIRA, ANGRA DO HEROISMO",38.815,-27.78,10,6.7,8,69,2,,,600,3,5,2,,,,,69,2,,,600,3,5,2,,,,
1980,1,24,19,0,9.5,,,*,CALIFORNIA: LIVERMORE,37.855,-121.816,11,5.9,7,,,,,50,1,11.5,3,,,,,,,,,50,1,11.5,3,,,,
1980,2,23,5,51,3.2,Tsu,,*,RUSSIA: S. KURIL ISLANDS,43.53,146.753,44,7,7,,,,,,,,,,,,,,,,,,,,,,,,
1980,5,14,1,41,3.8,,,*,ITALY: S,40.459,15.855,24,4.5,8,,,,,,,,2,,,,,,,,,,,,,,,,
1980,5,18,15,32,11.4,Tsu,Vol,*,WASHINGTON: MT ST HELENS,46.214,-122.194,4,5.2,5,,,,,,,,,,,,,61,2,,,,,2000,4,,,,
1980,5,18,20,2,57.5,,,*,BALKANS NW: SERBIA,43.294,20.837,9,5.8,8,,,,,30,1,5,2,,,,,,,,,50,1,5,2,,,,
1980,5,25,16,33,44.7,,,*,CALIFORNIA: MAMMOTH LAKES,37.6,-118.84,7,6.1,7,,,,,7,1,2,2,,,,,,,,,7,1,2,2,,,,
1980,6,9,3,28,18.9,,,*,MEXICO: NW,32.22,-114.985,5,6.4,5,1,1,,,100,2,,2,,,,,1,1,,,100,2,,2,,,,
1980,6,29,7,20,5.5,Tsu,,*,JAPAN: HONSHU: S COAST,34.808,139.181,15,6.2,8,,,,,7,1,,2,,,,,,,,,7,1,,2,,,,
1980,7,9,2,11,52.8,,,*,GREECE: AEGEAN SEA: MAGNESIA,39.269,23.041,14,6.4,9,1,1,,,,3,5,2,,,,,1,1,,,,3,5,2,,,,
1980,7,11,11,47,26.5,,,*,"TAJIKISTAN: SHURAB, NEFTEABAD",40.113,70.596,33,5.2,6,,,,,,,,1,,,,,,,,,,,,1,,,,
1980,7,27,18,52,21.8,,,*,KENTUCKY: MAYSVILLE,38.174,-83.907,8,5.1,7,,,,,2,1,1,2,,,,,,,,,2,1,1,2,,,,
1980,9,24,17,54,24.1,,,*,"JAPAN: TOKYO, YOKOHAMA",35.45,139.964,73,6,6,2,1,,,73,2,1,2,,,,,2,1,,,73,2,1,2,,,,
1980,10,5,15,32,49.8,,,*,"NEW ZEALAND: GISBORNE, HAWERA, EASTBOURNE, NAPIER",-39.542,176.478,32,5.6,6,,,,,,,,2,,,,,,,,,,,,,,,,
1980,10,10,12,25,23.5,Tsu,,*,ALGERIA: NORTHERN,36.195,1.354,10,7.7,10,5000,4,,,9000,4,5200,4,25000,4,,,5000,4,,,9000,4,5200,4,250000,4,,
1980,10,24,14,53,35.1,,,*,"MEXICO: S, HUAJAPAN DE LEON, OAXACA",18.211,-98.24,72,6.4,9,300,3,,,,3,5,2,,3,,,300,3,,,,3,5,2,,3,,
1980,11,8,10,27,34,,,*,CALIFORNIA: NORTH COAST,41.117,-124.253,19,7.2,7,5,1,,,,,2.75,2,,,,,,,,,,,,,,,,
1980,11,23,18,34,53.8,,,*,"ITALY: AVELLINO, POTENZA, CASERTA, NAPLES",40.914,15.366,20,6.9,10,4689,4,,,7700,4,20000,4,,,,,4689,4,,,7700,4,20000,4,,,,
1981,1,23,21,13,51.7,,,*,CHINA: SICHUAN PROVINCE,30.927,101.098,33,6.8,8,150,3,,,489,3,5,2,2992,4,,,150,3,,,489,3,5,2,2992,4,,
1981,2,14,17,27,44.3,,,*,ITALY: S,41.051,14.601,10,4.6,7,12,1,,,,,0.5,1,,,,,12,1,,,,,0.5,1,,,,
1981,2,24,20,53,38.4,Tsu,,*,GREECE: ATHENS-EASTERN GULF OF CORINTH,38.222,22.934,33,6.7,8,22,1,,,400,3,812,4,8000,4,,,22,1,,,400,3,812,4,8000,4,,
1981,3,4,21,58,5.9,Tsu,,*,GREECE: ATHENS-CORINTH-KHALIS,38.209,23.288,29,6.4,9,1,1,,,9,1,,2,,,,,1,1,,,9,1,,2,,,,
1981,3,10,15,16,19.8,,,*,GREECE: PREVEZA,39.481,20.699,31,5.6,8,2,1,,,,,,2,150,0,,,2,1,,,,,,2,150,3,,
1981,4,26,12,9,28.4,,,*,"CALIFORNIA: WESTMORLAND,CALIPATRIA",33.133,-115.65,6,6,7,,,,,,,1.5,2,,,,,,,,,,,1.5,2,,,,
1981,8,13,2,58,11.9,,,*,BALKANS NW: BOSNIA-HERZEGOVINA: BANJA LUKA,44.849,17.312,16,5.5,8,,,,,44,1,5,2,,,,,,,,,44,1,5,2,,,,
1981,9,1,9,29,31.5,Tsu,,*,SAMOA: APIA; AMERICAN SAMOA: PAGO PAGO,-14.96,-173.085,25,7.7,6,,,,,,,,,,,,,,1,,,,,,1,,1,,
1981,10,16,3,25,42.2,,,*,"CHILE: OFF CENTRAL COAST, LAS CRUCES",-33.134,-73.074,33,7.5,6,1,1,,,,,,,,,,,1,1,,,,,,,,,,
1981,10,18,4,31,2.7,,,*,VENEZUELA-N COLOMBIA,8.117,-72.527,54,5.4,7,15,1,,,,3,5,2,,,,,15,1,,,,3,5,2,,,,
1981,11,14,9,5,29,,,*,EGYPT: ASWAN,23.686,32.604,10,5.3,8,,,,,,,,1,11,1,11,1,,,,,,,,1,11,1,,
1982,1,11,6,10,6.4,Tsu,,*,"PHILIPPINES: VIRAC, CATANDUANES",13.752,124.358,46,7.1,7,,,,,,,,1,,,,,,,,,,,,1,,,,
1982,1,11,21,41,7.9,,,*,"CANADA; MAINE: CARIBOU, HAYNESVILLE, PRESQUE ISLE",46.975,-66.659,7,4.5,6,,,,,,,,1,,,,,,,,,,,,1,,,,
1982,3,21,2,32,7.7,Tsu,,*,"JAPAN: HOKKAIDO, URAKAWA, HIROO",42.158,142.361,44,6.7,10,110,3,,,,,1,2,,,,,,,,,,,,,,,,
1982,3,28,23,24,51.1,,,*,"PERU: COAST, LUNAHUANA, LIMA, HUANCAYO",-12.69,-76.065,95,6.1,6,3,1,,,,,5,2,,,,,3,1,,,,,5,2,,,,
1982,6,7,10,59,40.1,,,*,"MEXICO: GUERERRO, ORZIBA, OAXACA, GUADALUPE",16.558,-98.358,34,7,6,9,1,,,,3,,2,,,,,9,1,,,,3,,2,,,,
1982,6,15,23,24,28.6,,,*,CHINA: SICHUAN PROVINCE: GARZE,31.907,99.931,10,5.5,7,10,1,,,5,1,,1,,,,,10,1,,,5,1,,1,,,,
1982,6,19,6,21,58,,,*,EL SALVADOR: SAN SALVADOR; GUATEMALA,13.313,-89.339,82,6.2,7,43,1,,,,3,5,2,,,,,43,1,,,,3,5,2,,,,
1982,9,29,5,50,32.2,,,*,HONDURAS-GUATEMALA-EL SALVADOR,14.487,-89.121,12,5.1,4,3,1,,,2,1,,2,,3,554,3,3,1,,,2,1,,2,,3,554,3
1982,10,17,10,56,47.6,,,*,ITALY: PERUGIA,43.164,12.586,16,4.4,7,,,,,,,35,4,,,,,,,,,,,,,,,,
1982,11,16,23,41,21,,,*,"BALKANS NW: ALBANIA: BIER, BERAT, LUSHNJE",40.883,19.59,21,5.5,8,1,1,,,12,1,5,2,,,,,1,1,,,12,1,5,2,,,,
1982,12,13,9,12,48,,,*,YEMEN: DHAMAR,14.701,44.379,5,6,8,2800,4,,,1500,4,2000,4,,4,,,2800,4,,,1500,4,2000,4,,4,,
1983,1,24,8,17,39.6,,,*,MEXICO: OAXACA: SALINA CRUZ,16.147,-95.232,57,6.7,7,,,,,,,,2,,,,,,,,,,,,2,,,,
1983,2,13,1,40,10.9,,,*,CHINA: XINJIANG WEIWUER ZIZHIQU PROVINCE: WUQUA S,39.945,75.135,16,6.2,8,,,,,2,1,,2,,,,,,,,,2,1,,2,,,,
1983,2,25,18,22,12.9,,,*,BALKANS NW: MACEDONIA: SKOPJE,41.959,21.54,24,4.7,7,12,1,,,,,0.5,1,,,,,12,1,,,,,0.5,1,,,,
1983,2,26,20,7,49.9,,,*,"TAJIKISTAN: GARM, KHAZORA",38.841,70.727,49,5.2,7,,,,,,,,3,,,,,,,,,,,,3,,,,
1983,3,18,9,5,50,Tsu,,*,PAPUA NEW GUINEA: NEW IRELAND,-4.883,153.581,89,7.6,7,,,,,,,,2,,,,,,,,,,,,2,,,,
1983,3,23,23,51,6.5,,,*,GREECE: VONITSA,38.294,20.262,19,6.2,7,,,,,7,1,,2,160,3,,,,,,,7,1,,2,160,3,,
1983,3,31,13,12,52.6,,,*,"COLOMBIA: SW, POPAYAN",2.461,-76.686,22,4.9,8,350,3,,,1200,4,410.9,4,,,,,350,3,,,1200,4,410.9,4,,,,
1983,4,2,0,32,27.7,,,*,TURKMENISTAN: KUM-DAG,39.042,48.714,33,4.6,5,,,,,,,5,2,,,,,,,,,,,5,2,,,,
1983,4,4,2,51,34.3,,,*,INDONESIA: SUMATERA: BANDA ACEH,5.723,94.722,79,6.6,7,,1,,,100,2,1,2,,,,,,1,,,100,2,1,2,,,,
1983,5,2,23,42,37.7,,,*,"CALIFORNIA: CENTRAL, COALINGA",36.219,-120.317,10,6.2,8,,,,,45,1,31,4,500,3,,,,,,,45,1,31,4,500,3,,
1983,5,26,2,59,59.6,Tsu,,*,JAPAN: HONSHU: AKITA,40.462,139.102,24,7.7,8,4,1,,,324,3,800,4,,,,,104,3,,,324,3,800,4,,,,
1983,7,3,17,14,23.1,,,*,COSTA RICA: SAN JOSE,9.652,-83.688,33,6.2,9,2,1,,,60,2,5,2,,,,,2,1,,,60,2,5,2,,,,
1983,7,5,12,1,27.3,,,*,"TURKEY: NW, BIGA, ERDEK, ISTANBUL",40.324,27.222,10,6.1,8,5,1,,,26,1,,2,,,,,5,1,,,26,1,,2,,,,
1983,7,12,15,10,3.4,,,*,ALASKA: PRINCE WILLIAM SOUND,61.031,-147.286,37,6.1,6,,,,,,,1,2,,,,,,,,,,,1,2,,,,
1983,7,22,2,41,0.8,,,*,"IRAN: NW, ZANJIN",36.948,49.18,41,5,6,3,1,,,41,1,5,2,75,2,,,3,1,,,41,1,5,2,75,2,,
1983,8,6,15,43,51.2,Tsu,,*,GREECE: AEGEAN SEA,40.142,24.766,2,7,6,,,,,,,,1,,,,,,,,,,,,1,,,,
1983,8,17,12,17,56,Tsu,,*,PHILIPPINES: LUZON,18.231,120.86,29,6.5,8,16,1,,,47,1,2.227,2,,3,,3,16,1,,,471,3,2.227,2,,3,,
1983,9,10,6,14,22.4,,,*,BALKANS NW: SERBIA,43.246,20.859,10,5.1,8,,,,,,,,2,,,,,,,,,,,,,,,,
1983,10,3,13,33,35,,Vol,*,"JAPAN: MIYAKEJIMA, OSHIMA",33.941,139.513,12,6,8,,,,,,,,2,,,,,,,,,,,,2,,,,
1983,10,4,18,52,13.3,Tsu,,*,CHILE: NORTHERN: COPOAPO-CHANARAL,-26.535,-70.563,15,7.3,7,5,1,,,12,1,1,2,40,1,,,5,1,,,12,1,1,2,40,1,,
1983,10,25,0,36,23.4,,,*,INDONESIA: CENTRAL SULAWESI,1.131,120.858,33,6.1,7,2,1,,,4,1,,2,20,1,4,1,2,1,,,4,1,,2,20,1,4,1
1983,10,28,14,6,6.5,,,*,"IDAHO: BORAH PEAK, CHALLIS, MACKAY",43.974,-113.916,14,7.3,9,2,1,,,2,1,12.5,3,,,,,2,1,,,2,1,12.5,3,,,,
1983,10,30,16,51,57,,,*,"JAPAN: TOTTORI, YONANGO",35.464,133.899,27,5.2,6,,,,,,,,2,,,,,,,,,,,,,,,,
1983,11,6,21,9,45.2,,,*,"CHINA: E, HEZE-DONGMING, SHANDONG PROVINCE",35.206,115.213,19,5.3,7,34,1,,,2200,4,5,2,3300,4,,,34,1,,,2200,4,5,2,3300,4,,
1983,11,8,0,49,32.1,,,*,BELGIUM,50.696,5.346,10,5,7,2,1,,,30,1,50,4,,3,,,2,1,,,30,1,50,4,,3,,
1983,11,9,16,29,51.6,,,*,"ITALY: N, PARMA",44.689,10.317,37,5,8,,,,,100,2,,2,,,,,,,,,100,2,,2,,,,
1983,11,16,16,13,,,,*,HAWAII: KAPAPALA,19.43,-155.454,12,6.7,8,,,,,6,1,6.5,3,,,,,,,,,6,1,6.5,3,,,,
1983,11,30,17,46,0.6,Tsu,,*,INDIAN OCEAN: CHAGOS ARCHIPELAGO: DIEGO GARCIA,-6.852,72.11,10,7.6,6,,,,,,,,1,,,,,,,,,,,,1,,,,
1983,12,22,1,2,2.4,,,*,"PAPUA NEW GUINEA: ULAWUN, RABAUL",-5.392,151.868,26,6.4,5,10,1,,,,,25,4,,,,,10,1,,,,,25,4,,,,
1983,12,22,4,11,29.2,,,*,GUINEA: GAOUAL-KOUMBIA,11.866,-13.529,11,6.2,9,443,3,200,3,1436,4,8,3,4000,4,,,443,3,200,3,1436,4,8,3,4000,4,,
1983,12,30,23,52,39.9,,,*,"AFGHANISTAN: HINDU KUSH: KABUL, SAMANGAN; PAKISTAN",36.372,70.738,215,7.2,7,26,1,,,483,3,3,2,,,,,26,1,,,483,3,3,2,,,,
1984,2,1,14,22,7.9,,,*,"AFGHANISTAN: KHOROG, JALALABAD; PAKISTAN",34.616,70.484,33,5.8,4,1,1,,,35,1,5,2,,,,,1,1,,,35,1,5,2,,,,
1984,2,7,21,33,21.4,,,*,SOLOMON ISLANDS: GUADALCANAL,-10.012,160.469,18,7.5,6,,,,,,,,2,,,,,,,,,,,,2,,,,
1984,2,16,17,18,41.6,,,*,PAKISTAN-NW AFGHANISTAN: HINDU KUSH: CHITRAL-LANDI,36.431,70.826,208,6.1,6,4,1,,,13,1,5,2,,,,,4,1,,,13,1,5,2,,,,
1984,3,19,20,28,38.2,,,*,UZBEKISTAN: GAZLI,40.32,63.35,15,7,9,,,,,100,2,5,2,,,,,,,,,100,2,5,2,,,,
1984,3,27,20,6,33.2,,,*,PAPUA NEW GUINEA: KARKAR,-4.647,145.805,28,6.6,8,,,,,11,1,,2,,3,,,,,,,11,1,,2,,3,,
1984,4,24,21,15,19,,,*,CALIFORNIA: CENTRAL: MORGAN HILL,37.32,-121.698,8,6.1,8,,,,,27,1,8,3,,,,,,,,,27,1,8,3,,,,
1984,4,29,5,3,,,,*,ITALY: CENTRAL: :PERUGIA-ASSISSI-GUBBIO,43.26,12.558,12,5.3,8,3,1,,,200,3,25,4,,,,,3,1,,,200,3,25,4,,,,
1984,5,7,17,49,41.6,,,*,ITALY: S CENTRAL: ABRUZZO,41.765,13.898,10,5.8,8,3,1,,,100,2,5,2,,,,,3,1,,,100,2,5,2,,,,
1984,5,11,10,41,49.9,,,*,ITALY: S CENTRAL: ABRUZZO,41.831,13.961,14,5.2,8,3,1,,,63,2,,2,,,,,3,1,,,63,2,,2,,,,
1984,5,13,12,45,55.8,,,*,BOSNIA-HERZEGOVINA: LJUBINJE; CROATIA: DUBROVNIK,42.967,17.734,30,5.1,7,1,1,,,,,,2,,,,,1,1,,,,,,2,,,,
1984,6,24,11,17,11.9,,,*,DOMINICAN REPUBLIC: SANTO DOMINGO,17.984,-69.338,24,6.7,5,5,1,,,,,,1,,,,,5,1,,,,,,1,,,,
1984,8,6,19,6,38.3,Tsu,,*,JAPAN: KYUSHU: NOBEOKA,32.386,131.945,46,6.7,6,20,1,,,,,,2,,,,,20,1,,,,,,2,,,,
1984,9,7,0,44,41.7,,,*,BALKANS NW: SERBIA,43.314,20.957,13,4.7,8,,,,,2,1,,2,,,,,,,,,2,1,,2,,,,
1984,9,13,23,48,49.9,,,*,JAPAN: HONSHU: CENTRAL: MT ONTAKE,35.789,137.488,10,6.1,6,29,1,,,,,43,4,,,,,29,1,,,,,43,4,,,,
1984,9,18,13,26,1.8,,,*,"TURKEY: E, ERZURUM, OLUR-SENKAYA",40.885,42.219,10,6.4,8,3,1,,,38,1,,2,75000,4,,,3,1,,,38,1,,3,75000,4,,
1984,10,9,4,30,42.4,,,*,GREECE: MESSINA,37.013,21.757,27,4.5,7,,,,,1,1,,2,,3,,,,,,,1,1,,3,,3,,
1984,10,18,15,30,23,,,*,"WYOMING: DOUGLAS, MEDICINE BOW",42.375,-105.72,33,5.1,6,,,,,,,,1,,,,,,,,,,,,1,,,,
1984,10,26,20,22,21.8,,,*,"TAJIKISTAN: DZHIRGATAL, GARM",39.155,71.328,33,6.1,7,,,,,,,,2,,2,,2,,,,,,,,2,,2,,
1985,1,26,3,6,57.8,,,*,"ARGENTINA: WEST CENTRAL, MENDOZA, LA LIGUA",-33.053,-68.467,5,6.9,7,6,1,,,238,3,5,2,12000,4,12000,4,6,1,,,238,3,5,2,12000,4,,
1985,3,3,22,47,9.5,Tsu,,*,"CHILE: CENTRAL COAST, SAN ANTONIO, VALPARAISO",-33.132,-71.708,40,8,8,180,3,,,2575,4,1500,4,,4,,,180,3,,,2575,4,1500,4,,4,,
1985,3,16,14,54,0.7,Tsu,,*,GUADELOUPE,17.013,-62.448,13,6.3,6,,,,,6,1,,1,,,,,,,,,6,1,,1,,,,
1985,3,17,10,41,38.4,,,*,"CHILE: VALPARAISO, VINA DEL MAR",-32.663,-71.551,33,6.6,7,1,1,,,,,,2,,,,,1,1,,,,,,2,,,,
1985,3,18,19,49,45.8,,,*,"PHILIPPINES: PAGADIAN, ZAMBOANGA",7.758,123.544,33,6.5,5,2,1,,,25,1,,2,30,1,,,2,1,,,25,1,,2,30,1,,
1985,4,9,1,56,59.4,,,*,"CHILE: NEAR CENTRAL COAST, SANTIAGO-VALPARAISO",-34.131,-71.618,38,7.5,6,2,1,,,,2,,2,,,,,2,1,,,,2,,,,,,
1985,4,18,5,52,52.8,,,*,CHINA: YUNNAN PROVINCE,25.926,102.871,5,5.8,8,23,1,,,300,3,1,2,,,,,23,1,,,300,3,1,2,,,,
1985,4,24,1,7,14.5,,,*,"PHILIPPINES: LUZON: BENGUET PROVINCE, BAGUIO",16.498,120.815,33,6.1,7,6,1,,,11,1,,2,,,,,6,1,,,11,1,,2,,,,
1985,4,30,18,14,12.7,,,*,GREECE: MAGNISIA,39.266,22.81,27,5.5,6,,,,,,,,1,7,1,,,,,,,,,,1,7,1,,
1985,5,10,15,35,50.5,,,*,"PAPUA NEW GUINEA: NEW BRITAIN: BIALLA, PIONA",-5.599,151.045,27,7.1,8,1,1,,,,,1,2,,,,,1,1,,,,,1,2,,,,
1985,7,3,4,36,51.7,Tsu,,*,PAPUA NEW GUINEA: NEW BRITAIN: RABAUL,-4.439,152.828,46,7.2,7,,,,,,,1,2,,1,,,,,,,,,1,2,,1,,
1985,7,29,7,54,44,,,*,"AFGHANISTAN: HINDU KUSH: CHITRAL, SWAT",36.19,70.896,99,6.6,8,5,1,,,38,1,2,2,,,,,5,1,,,38,1,2,2,,,,
1985,8,23,12,41,56.1,,,*,CHINA: S XINJIANG: WUQUA-SHUFU,39.431,75.224,7,7.5,7,71,2,,,162,3,5,2,,3,,,71,2,,,162,3,5,2,,3,,
1985,9,19,13,17,47.3,Tsu,,*,MEXICO: MICHOACAN: MEXICO CITY,18.19,-102.533,28,8.1,9,9500,4,,,30000,4,4000,4,,4,,,9500,4,,,30000,4,4000,4,,4,,
1985,9,21,1,37,13.4,Tsu,,*,MEXICO: SW COAST: MEXICO CITY,17.802,-101.647,31,7.6,6,,2,,,,,,2,,,,,,2,,,,,,2,,,,
1985,9,27,3,39,8.5,,,*,"SOLOMON ISLANDS: HONIARA, GUADACANAL",-9.829,159.854,32,6.9,7,,,,,,,,1,,3,,,,,,,,,,1,,3,,
1985,9,28,14,50,15.2,,,*,BALKANS NW: MACEDONIA: DEMIR KAPIJA-NEGOTINO,41.581,22.254,7,5,7,,,,,16,1,,2,500,3,,,,,,,16,1,,2,500,3,,
1985,10,11,3,39,10.9,,,*,GUATEMALA: SAN MIGUEL UPSANTAN,15.299,-90.863,5,4.5,7,,,,,,3,,2,500,3,500,3,,,,,,3,,2,500,3,,3
1985,10,13,15,59,51.2,,,*,"TAJIKISTAN: KAPTOLYUK, KAYRAKKUM, GAFUROV",40.301,69.823,16,5.9,9,29,1,,,80,2,200,4,,3,,3,29,1,,,80,2,200,4,,3,,
1985,11,17,9,40,21.2,,,*,INDONESIA: NEW GUINEA: IRIAN JAYA: MANOKWARI,-1.639,134.911,10,7.1,8,,,,,,,,1,,,,,,,,,,,,1,,,,
1985,12,16,2,44,36,,,*,"NICARAGUA: RIVAS, MASAYA",11.725,-85.838,22,6,6,,,,,6,1,,1,,,,,,,,,6,1,,1,,,,
1986,1,11,19,42,21.9,,,*,"PERU: HUARMEY, CASMA, HUARAX, CHIMBOTE",-9.505,-77.512,39,5.3,4,1,1,,,,,,2,60,2,,,1,1,,,,,,2,60,2,,
1986,4,5,20,14,28.7,,,*,PERU: CUZCO,-13.41,-71.785,51,4.6,6,16,1,,,170,3,22,3,2000,4,,,16,1,,,170,3,22,3,2000,4,,
1986,5,7,22,47,10.8,Tsu,,*,ALASKA: ALEUTIAN ISLANDS: ADAK,51.52,-174.776,19,8,6,,,,,,,,2,,,,2,,,,,,,,2,,,,2
1986,5,13,8,44,2.1,,,*,"GEORGIA: AKHALKALAKI, SUSUZ",41.431,43.737,10,5.7,7,2,1,,,,,,3,1500,4,1500,4,2,1,,,,,,3,1500,4,,
1986,6,11,13,48,1.3,,,*,VENEZUELA,10.597,-62.928,19,6.2,7,2,1,,,45,1,1,2,,,,,2,1,,,45,1,1,2,,,,
1986,6,24,3,11,30.9,,,*,PAPUA NEW GUINEA,-4.448,143.943,102,7.1,7,,,,,,,0.5,1,,,,,,,,,,,0.5,1,,,,
1986,7,8,9,20,44.5,,,*,CALIFORNIA: PALM SPRINGS,34,-116.61,12,6,7,,,,,29,1,4.5,2,,,,,,,,,29,1,4.5,2,,,,
1986,7,13,13,47,8.2,,,*,"CALIFORNIA: SAN DIEGO, NEWPORT BEACH",32.97,-117.869,6,5.8,6,,,,,,,0.7,1,,,,,,,,,,,0.7,1,,,,
